id_n,total_gross_income,total_taxable_income,ssc_w,total_pit
213641,550308,309437,144871,30944
173917,567015,118739,0,11874
53138,691258,432281,162977,44008
795024,611342,347660,167682,34766
344798,549960,303270,150690,30427
442141,607640,351199,161517,35120
347799,658586,384561,178025,38456
1352,636055,377914,157793,40132
174412,683450,407970,179480,40993
682815,589209,383631,109578,38363
56081,584347,327652,160695,32765
340724,515425,338521,127165,33852
612671,599091,442840,60251,44284
475915,541362,314983,130379,34101
344235,652912,377480,179432,37770
295752,642759,388845,157914,39514
704783,647345,386770,164575,38677
427141,533725,317229,120496,31723
308408,548146,320458,147688,32046
60494,526193,285061,66571,29561
89083,614440,363503,154937,36350
168190,556672,374948,85724,48994
758818,653727,410049,147678,46007
500559,584960,328096,160864,32810
301799,511855,279067,136788,27907
98605,652315,376928,179387,37693
579799,531369,300788,134581,31487
75110,554464,300050,147678,30231
87470,625738,376963,152775,38447
488914,567150,251698,71533,32566
286084,560680,361856,102824,36186
184216,524194,340222,87972,43676
747085,511100,278581,136519,27858
54303,505488,319070,90418,33579
629215,621744,358809,166935,35881
59631,544696,298905,149791,29890
194774,507676,128427,59897,12843
573836,590183,339517,154666,34325
376125,597063,339953,161110,33995
278334,671475,431223,122916,52721
782849,633223,376340,160883,38138
388582,554282,390436,67846,43572
33360,523419,311437,115982,31144
20873,679563,410052,173511,43436
794166,569766,383459,60251,51872
169331,557662,351356,133436,38063
622198,638341,342275,150924,34270
282044,538976,294758,148218,29476
535157,500938,274760,130178,27476
533468,644645,371368,177277,37137
368258,640947,371684,173263,37168
676313,609853,121972,0,12197
82524,500467,269836,134631,26984
549153,515542,277768,141774,27777
355009,532064,289746,146318,28975
217821,570298,320552,153746,32055
645354,579976,335494,148482,33549
432307,592190,340489,155701,34613
544979,543564,301322,146242,30176
26328,526271,288533,141738,28853
120606,572150,338204,142816,34091
357654,529859,314256,119603,31426
525208,598366,120180,0,12050
197159,513388,282528,134860,28708
279486,631662,365173,170489,36542
532565,541293,296437,148856,29644
794651,527070,297737,133333,29774
384165,675322,419527,159795,44663
763442,537378,296560,144547,29670
46351,691919,411304,181376,42587
713631,568227,349084,123143,34919
764338,618950,385739,137211,38574
268776,596135,350083,150052,35008
273569,540461,298890,145571,29889
336773,630616,361197,173419,36120
46044,578997,343897,139100,34390
741574,583676,327165,160511,32717
319196,620322,367906,164416,36791
603847,540094,295568,148526,29557
434273,561906,311382,154524,31138
689169,561767,314354,151413,31435
379086,678635,396010,186625,39601
94865,504989,273200,135790,27320
516927,571206,318704,156502,31870
445472,528876,200569,95283,20057
515442,551919,307611,148308,30761
792005,612624,453939,62685,64069
231554,665063,381113,170994,38111
324457,509495,276439,137056,27644
355116,654713,382978,175735,38298
101400,572139,315760,151178,31576
442990,530502,288614,145888,28861
282098,651516,380476,175040,38048
405297,502818,277782,129036,28308
352363,532093,296309,139784,29631
621228,514666,103441,0,10376
785794,536232,296007,144225,29645
240483,552630,305879,150751,30588
324640,589908,415012,78896,47407
432234,631064,376852,158212,37685
259233,600868,339629,165239,33963
115201,536110,295762,144348,29576
184424,552385,311972,144413,31197
506126,624230,402814,125417,40292
706822,626642,358375,172267,35848
690784,613474,365413,152061,39568
738260,605963,202059,0,20899
646784,581644,116837,0,11715
677333,611586,365632,149954,39318
99439,583746,528507,23639,73573
367887,603400,344544,162856,34454
53131,576328,378821,101507,48243
84155,603289,385518,121771,38552
680253,611114,351412,163702,35141
199761,606063,188436,77028,18844
737394,542104,302775,145996,30277
540294,585906,585906,0,87886
320930,544083,390861,0,56962
82388,532659,106532,0,10653
12114,588937,334781,158156,34169
534924,559308,316896,146412,31690
21402,516648,290724,125762,31109
294218,515539,277766,141773,27777
349348,659301,381993,181308,38199
135316,663188,384811,182377,38481
448585,595294,338949,160345,33895
238722,661816,381758,154318,38227
439619,551478,306930,148548,30693
153554,564546,318356,150190,32190
249123,549841,332446,121395,33245
817083,520162,345117,143045,34512
152360,509969,229789,105871,22979
172274,604349,345724,162625,34661
747737,510823,277429,137394,27743
162741,603397,344545,162852,34455
731899,627438,358893,172545,35889
481775,513663,287232,130431,29108
300354,602169,382468,123701,38333
154416,573797,320003,157794,32000
760666,629007,360030,172977,36003
471776,639448,128396,0,12871
673908,643905,370831,177074,37083
525148,545283,135580,0,15216
687298,517091,283248,137843,28390
474536,592413,296204,0,44431
629207,557738,360299,101439,43585
281497,504498,272818,135680,27293
91043,614333,351225,167108,35122
151669,509272,273222,140050,27322
428822,601141,342910,162231,34291
315797,545791,299698,150093,29970
410216,667852,133572,0,13357
724127,526500,312520,115806,31687
665986,673500,392288,185213,39229
793946,604421,385190,123231,38519
717428,527963,286773,145190,28677
649226,536325,292836,147489,29284
696990,694833,436368,162465,48839
175369,680146,136029,0,13603
395453,576791,360954,117756,37032
430908,648317,377458,174902,37805
380301,531070,293237,141833,29523
781087,570454,324971,149483,32497
568638,516881,516881,0,51688
176790,518932,419920,69194,41992
338465,639186,377808,162828,37967
556377,522957,104592,0,10459
589803,670821,393428,181393,39343
707688,504032,275754,132278,27604
297976,629270,360221,173049,36022
123145,518407,282978,139429,28309
465216,523913,291837,144076,29184
399275,599463,343194,160269,34319
732595,636068,379229,160839,40483
576632,579412,337671,145741,33767
199988,667364,404793,172840,41239
410867,611150,350192,164958,35019
149098,544863,299026,149837,29903
654271,640010,371004,173006,37100
390350,507485,277636,133849,28107
21856,525695,289648,140047,29786
719603,552451,349233,107218,34923
307045,657220,402174,147678,45104
237210,619938,367767,156171,36777
653393,531615,324866,142749,32556
794260,640027,371839,172188,37184
456881,662531,662531,0,82713
328030,550791,314730,121750,34196
721099,557949,309512,152220,30995
639093,586451,176046,61145,19477
189607,650022,436689,117333,43669
678096,628465,362720,169745,36272
130909,522113,282532,143581,28253
587695,561763,311278,154485,31128
263302,617586,415823,105763,52667
160361,511880,351509,64371,35503
687952,528039,289911,142128,28991
382504,534396,294511,143885,29451
338081,609423,351057,162366,35106
75825,566709,317975,152734,31797
151062,553256,311222,146034,31122
314222,694124,407240,190884,40724
610473,569363,316788,156575,31679
208859,619432,381054,142378,38105
631776,679031,415561,167470,42302
341106,589611,342851,150760,35855
633380,634045,366791,171254,36679
279722,534284,291356,146928,29136
35024,674610,412999,165611,44225
33498,590245,343826,149699,34419
84107,586579,304748,143767,30475
663546,500118,276669,127449,27667
695028,500909,272399,132510,27240
428826,595248,338610,160638,33861
468782,541645,316789,128856,34638
579883,587742,166272,64019,16659
667471,559618,318890,144728,31889
102887,577445,334875,146570,33487
708931,677579,395245,186334,39524
105107,535560,300095,139465,30870
530386,608078,348707,163371,34871
474475,500000,100000,0,10000
39814,665597,665597,0,66560
350132,600266,346192,158074,34975
183617,536446,311204,129987,32364
15838,591399,326138,147678,33693
520258,674404,399940,181512,39994
560061,677186,394960,186226,39496
381825,598976,341829,161147,34271
485651,521878,285478,140400,28548
554548,653602,385739,171863,38662
315717,517173,282329,138844,28233
213156,510604,260094,124238,26337
708476,503073,275450,131623,27545
538820,597697,337330,164367,33733
661857,557261,310190,149116,31117
524745,530702,291845,142857,29185
46456,527013,324307,86449,39096
718507,501138,267325,137813,26733
284859,529970,529970,0,53940
456714,549056,109812,0,10981
234124,515424,285282,141742,28528
473405,538282,313349,128933,31335
688823,569442,321318,150737,32756
158229,535731,302699,141728,30270
75042,557019,332692,153180,33269
638349,635708,343087,163217,34330
740024,548482,179017,77660,18255
697980,525934,285302,144632,28530
88091,649464,374861,178603,37486
35586,506786,275394,135392,27704
267033,632283,365742,170541,36620
563112,563855,357015,110840,41173
135783,550469,301898,139185,31737
113705,536500,292962,147538,29296
73915,672701,404887,164834,41899
140270,560187,310136,154051,31014
547777,659759,382325,181434,38233
529243,643420,399006,148414,41878
273330,502596,267631,130472,27188
165991,536190,296144,144046,29673
454220,624580,372316,156264,37290
753704,646740,375344,168008,38396
512142,546393,307527,142866,30753
628718,521426,285120,140306,28512
533077,604509,355773,152736,35577
125338,592837,341199,155638,34120
160457,547999,301299,150700,30130
355452,569648,316995,156653,31699
390243,577491,331081,158810,33108
799321,655611,422835,136776,50196
640410,561412,329374,127710,37094
438643,635843,373335,166508,38157
495369,630661,369785,164876,36978
708642,561416,317132,150284,31713
211463,506059,273976,136083,27398
792418,656518,400905,159613,40385
14246,689241,408772,184469,41224
710745,588382,338486,153139,35386
118410,531844,301837,134007,30184
417112,585803,464838,53610,48742
246974,604439,345304,163135,34530
234070,526299,285786,144513,28618
529378,541387,299579,145808,29958
296727,625290,360418,168872,36042
512127,505000,101000,0,10100
112664,530482,308555,125927,30856
715134,620582,391217,133365,44505
303385,596476,339584,160892,33958
404119,657429,391586,165853,40953
256156,505166,293572,115594,33043
560768,566521,314728,155793,31473
214574,645879,404492,170225,40449
97045,634109,444711,137920,45942
534181,547077,304474,147330,30447
350554,620814,141180,29321,14118
477505,548245,304560,147685,30456
244309,587357,340845,150512,34085
658162,587286,343545,147741,36857
127047,648579,286375,132345,28637
746844,548183,316097,136086,31610
24864,688009,409869,182140,41710
632307,538279,107946,0,10819
704323,501635,273732,131903,27373
709627,644791,386627,158196,39136
395533,642573,464966,84737,62548
549447,536755,296255,144500,29626
345086,594096,392981,71815,54281
291796,656505,419932,140573,44620
591200,612723,351332,165391,35133
444536,541358,300884,144874,30088
711386,525254,290034,139220,29003
151201,587071,339099,151972,33910
534854,653298,382835,174463,39228
357814,514586,295971,122615,33033
200567,607029,328288,120056,37618
331057,597398,354538,146860,35866
426678,586953,469566,0,70435
503854,539198,108348,0,10867
633427,557330,317454,143876,32888
84217,683021,415975,171046,43623
245763,545376,299398,149978,29940
61257,554904,315825,143079,32756
75153,690585,442496,127256,51285
416135,633166,385023,170578,38535
624496,610613,348220,164514,35345
668144,566696,566696,0,56670
42576,551589,315143,0,44682
205518,649364,231222,100114,23122
27466,632036,362226,173810,36223
801671,621581,357720,167861,35772
22036,634389,363990,174399,36399
548075,569767,212906,97421,21291
674379,518082,299979,122103,32178
744513,528569,312355,120214,35807
297979,541491,318126,120093,35633
325046,664354,419942,128828,50809
102615,507647,272044,139603,27204
377235,596946,423207,94136,42321
706073,680011,424644,156693,42999
266469,529702,292859,140843,29436
80532,667528,415420,156108,41542
203396,568856,306891,138131,32081
249035,605996,348019,161977,34802
798558,527623,304914,126709,30491
548636,528639,297460,135179,31040
517332,563097,563097,0,84465
752097,515699,256486,123765,25649
216484,609031,351003,162028,35100
667897,501898,267876,138022,26788
537469,623387,355956,171431,35596
364234,540579,295920,148659,29592
163217,519809,295498,128311,31505
484147,540665,309259,135406,33340
342096,590980,334294,160686,33429
656264,647012,392419,154232,39788
327439,525011,292842,136169,29284
11681,692662,210895,83493,21090
144687,611282,428294,86988,44300
314505,586586,432263,59019,61825
324404,572798,337000,139798,34166
450251,550364,319752,134612,32634
765159,668532,402268,170264,40227
554481,544850,302013,146837,30201
427194,626992,160732,64097,16073
228631,559461,312717,150744,31272
336877,564507,309628,143885,31712
168588,568514,172839,75278,17447
318873,552466,307624,148842,30762
58301,518883,287582,135301,28758
707824,544654,298874,149780,29887
380718,635320,311886,147098,31189
199476,521441,282436,141962,28452
580822,535901,334262,105639,41014
52357,518105,292436,132869,29244
725108,552058,348546,130121,38105
236321,522279,283477,142802,28498
147451,630416,361112,173304,36122
576585,585255,332357,156898,33236
146487,535042,292126,146916,29213
213124,627155,263499,116404,26445
276399,582835,326555,160280,32656
80022,679796,399931,183865,39993
200182,505201,336181,73020,33618
73483,632029,431526,76751,58851
345772,627362,398452,132910,39845
94309,642111,474220,73034,48078
254847,622143,362534,163608,37614
387416,516407,286951,133456,28695
137068,614299,324780,151304,32478
299129,641133,349514,150944,36790
67260,502610,302072,62217,41186
321326,515866,285201,134665,29270
382903,633544,363319,174225,36332
143619,562032,314559,151473,31456
706441,536017,295695,144322,29569
109544,507260,271764,139496,27176
10266,517895,286352,135543,29886
121575,640468,420449,124019,43460
709032,582574,327045,153210,33020
67794,634696,376648,162048,38388
30748,569710,320148,153562,32015
92526,591131,335652,159479,33565
592313,675024,396475,182549,39647
237165,605293,347574,163458,34757
565871,549895,310522,143373,31117
289850,691001,470260,124741,47085
781938,501747,275111,130636,27735
251918,657685,386994,174691,38699
447689,553358,305185,152173,30518
227338,548720,109744,0,10974
154514,548799,301879,150920,30188
71599,592095,409403,86692,54227
9947,546383,305396,144987,30540
250737,606385,346996,163673,34700
761739,539784,295343,148441,29534
324547,549854,344271,102215,34888
631850,546527,301769,148758,30177
157116,552631,311392,141387,32871
697216,552792,353634,103158,35363
643444,693903,423578,174325,42358
148922,665659,402802,166857,40398
143047,570233,408166,66067,40817
610101,624001,356566,171435,35657
246748,576459,336132,144327,33613
545069,654309,344000,100095,34445
452257,505924,272283,137641,27228
335893,546526,303314,147212,30331
369971,645574,401896,147678,44895
23418,514012,291127,126885,31132
668349,647148,373182,177966,37318
654203,517852,279443,142409,27944
569013,615209,374180,54181,51183
244838,665047,392703,176725,39270
531623,641842,389339,156503,39447
355047,583136,328896,158240,33276
563982,547550,109510,0,10951
249808,505753,273757,135996,27376
443525,564960,313596,155364,31360
693181,563571,563571,0,84536
357563,540630,300004,144626,30000
775727,611865,358614,157251,35861
63293,650450,376493,177957,37649
518062,687016,403920,187096,40392
591810,602216,120442,0,12044
194976,506345,277822,132522,27782
59466,510000,276832,137168,27683
644008,594158,364190,133968,41186
225740,609264,360577,152687,38215
593385,521117,104225,0,10422
311377,508787,277271,139916,27727
141741,516018,278113,141905,27811
112154,505605,270564,139041,27056
422482,536208,298709,141499,29871
94613,575947,328284,151663,32828
227528,614149,122829,0,12283
81065,669324,392468,180856,39247
404296,570055,511899,34156,51255
455383,513971,283810,134162,29131
338103,617856,351946,169910,35195
688977,591628,332599,159061,33723
156759,627684,359071,172613,35907
127838,671422,399230,176192,40115
762917,518099,337494,84605,43438
81743,531518,300362,135156,30036
630391,528186,297326,140315,29733
553930,616204,360358,167928,36036
385184,554948,323814,135134,32417
630339,606983,436177,74806,43618
591577,660084,398038,160165,42451
342589,665218,413712,165411,41371
429348,521073,299175,118143,33408
698367,517663,282685,138978,28268
30412,512276,277356,138920,27736
555506,529217,399284,0,52339
743732,579871,336015,147947,33602
556266,583571,116715,0,11672
26307,643345,365025,162852,37476
616973,509517,274316,139201,27432
451423,590143,331854,162289,33185
579159,550068,324802,129267,36481
46756,694730,506686,92044,50669
169565,645971,380409,169562,38041
337211,502803,272002,134801,27200
332124,512269,280020,134510,28350
643958,535357,186424,86652,18706
161340,543969,296067,119332,32319
111923,667772,391221,180551,39122
34117,562182,314668,151514,31467
704199,535219,377642,61577,37764
715904,649576,379500,174476,37950
492659,509573,276496,137077,27650
72565,520655,116149,17964,11783
748885,620376,356770,167606,35677
204177,607448,344400,167048,34440
204240,541385,305059,140326,30506
407730,529641,292660,141068,29266
522655,612284,353562,162722,35356
119818,511468,278202,137266,27820
292174,548205,312915,125690,33915
532594,667479,394236,177243,39752
795985,603065,434865,71815,43563
606935,503881,323139,115037,32361
735531,558894,319777,143117,33179
83073,510858,286357,128501,30815
432655,543492,335782,111710,33609
165743,511844,290305,125539,29742
693960,691148,418625,176523,43764
625778,500433,270052,134381,27049
306108,502518,286063,120455,28700
1816,568582,319308,153274,31931
714992,674886,393494,185392,39386
303354,552961,309382,148956,30938
195467,639971,367979,175992,36798
573390,579649,123579,10327,12390
338908,535866,292503,147363,29250
235053,505418,101084,0,10108
53121,665333,386366,182967,38637
600124,501716,294358,111358,34151
791752,566153,317416,152737,31742
191598,679317,399560,183757,39956
339079,505172,270250,138922,27025
787366,509966,277697,136269,27770
443250,583334,326917,160417,32692
741884,691261,332983,147678,33298
468801,601951,343501,162450,34350
481731,581171,328466,156705,32847
525628,529195,306525,126670,33522
449738,537344,152851,68004,15285
11007,635672,367970,171702,36797
747113,637629,366281,175348,36628
53050,578378,333458,148920,35188
235509,584971,344889,144082,34489
278442,521278,285403,139966,28599
345014,622555,375570,146445,41831
45383,623128,355768,171360,35577
763501,669784,510342,69608,70224
384103,532287,352574,83713,35257
552626,510583,277992,136591,27799
622564,564735,323085,145650,32309
101811,503122,285661,123200,28566
785932,524211,288383,140863,28877
332121,588931,340142,152789,34014
432556,647631,399160,152143,43661
398121,569829,324832,148997,32483
53491,589118,331111,162007,33111
4486,655749,379418,180331,37942
572829,516391,166491,65710,16649
791309,528177,284875,135396,29139
722377,516864,281809,139055,28181
89233,639209,376332,166877,37633
84488,580565,324910,159655,32491
489267,521917,285498,140419,28550
695353,607471,354561,159710,36216
89026,511531,284105,133926,28760
566364,570340,317496,156844,31750
33897,580546,324896,159650,32490
556099,576059,321643,158416,32164
118307,568141,319830,152312,32136
6695,594941,338415,160526,33841
703129,547790,304112,147678,30411
265984,531124,300238,134886,30053
17030,525226,117992,46136,11799
282043,592083,428315,67768,59553
158398,599543,338669,164874,33867
420831,532616,340525,101160,40780
782547,621657,500534,72214,67446
138827,680930,434533,150397,43707
647858,525665,289838,142113,28984
1611,617860,152310,60641,15231
180394,578854,348390,144013,34839
142814,654427,381526,176901,38153
185730,578287,324872,157415,32610
101660,637481,383494,157988,38375
198584,525584,285048,144536,28505
51421,552484,330217,126267,37688
6071,621150,393518,122057,42882
515471,675741,401718,178023,40172
105126,598867,346133,157115,35268
488804,513668,280382,137286,28038
407399,508167,291912,120255,29191
403459,673567,395806,181761,39581
306816,558535,315932,146603,31708
454953,543575,301178,146397,30118
198435,505674,270614,139060,27061
238977,688357,421856,136744,46914
455689,566051,327399,142652,32740
319245,565712,317227,152485,31723
664903,589211,331178,162033,33118
137661,691182,422131,173051,43411
751148,599194,353994,149200,37687
94077,639380,403572,122716,48048
632150,500372,267093,137279,26768
171909,533149,291450,145699,29145
279879,614299,355447,162852,36095
36165,678472,462875,118629,46400
261971,598369,340130,147033,35531
170873,557556,309053,152503,31055
3283,591682,374239,121443,41637
677422,691547,406791,188756,40679
381878,545160,302274,145150,31008
663082,578960,351268,131692,39570
421673,638058,398236,86690,46275
431080,509260,273214,140046,27321
666672,682046,401566,184480,40157
640770,536045,299120,141195,30477
571134,523324,302770,124554,30492
162403,519567,298458,135109,29846
551073,531126,293886,141240,29389
621740,578442,322506,158016,32347
743827,651586,451657,99804,57651
31316,518183,279683,142500,27968
25072,552200,343635,112565,40802
100164,563200,315400,151800,31540
164544,693615,407146,190469,40715
770643,638829,127766,0,12777
118285,515451,297062,122389,32671
554015,624779,356965,171814,35696
766117,629649,360496,173153,36050
401595,602813,394489,126006,41512
368003,547043,442421,41318,63521
202182,600105,395716,108389,49242
683759,503634,503634,0,75545
131779,679561,396682,186879,39668
511126,584191,330621,157570,33062
395854,648498,460582,97508,46740
574808,621729,357870,167859,35787
655832,502765,271021,135744,27337
121231,526541,317148,113393,37425
286797,586347,329102,161245,32910
223720,541873,306406,139467,31149
630366,549848,302640,151208,30264
251527,548022,301316,150706,30132
500112,567608,315516,156092,31552
493141,587535,335509,156026,33551
346487,560185,310134,154051,31013
562465,637744,128057,0,12837
348020,568302,396374,119078,40607
748401,581676,325715,159961,32572
715704,577755,324094,157661,32409
314481,663946,388469,179477,38847
98033,570059,320375,153684,32038
8191,511176,324353,90823,36330
404748,547657,313386,142271,31339
212540,576155,329824,150331,33413
794900,633049,369984,167065,36998
732704,505140,273640,135500,27386
487210,672574,391616,184958,39162
672365,690464,407642,186822,40764
69314,678548,400531,182017,40053
533229,645815,445244,104571,57024
760961,637896,480769,47808,68959
604641,531476,289320,146156,28932
216646,590362,332012,162350,33201
482792,563436,312491,154945,31249
52428,517391,287664,133727,28766
114981,607978,364530,137911,40745
357281,644771,375009,173762,37547
603644,577567,333889,147678,33389
792398,691154,418587,175145,42499
748113,693707,467530,130177,46753
94974,572038,338899,137139,36356
703237,546835,307332,135245,33072
68472,523112,288262,142328,28826
303684,561812,344416,114418,35837
305133,609393,408308,84911,43298
57825,524182,299548,128634,32776
86126,557990,343967,118023,40742
650756,552111,323158,132953,35297
742255,553588,338245,119343,33825
500916,573170,325446,151724,32545
490621,500453,266828,137625,26683
735549,689469,416201,177268,41808
455136,571630,114326,0,11433
144290,549753,305649,148104,30565
583797,603670,341661,166009,34166
464206,601329,339964,165365,33996
755686,575320,321565,157755,32157
690907,692806,406284,190522,40628
693441,557084,310941,150143,31094
701415,650580,375670,178910,37567
412684,536516,301912,138604,30472
515678,595232,343478,129182,38027
613723,511908,460716,0,69107
465858,587192,505485,31968,50549
647690,625652,478538,70638,64584
393321,648779,411705,119739,50772
719344,549296,310211,143085,31021
59126,647772,376678,175094,37668
245377,675109,396533,182576,39653
691894,560577,314367,150210,31437
436169,656327,436176,135867,43618
339403,678848,408998,173850,40900
114370,549492,358457,95755,45345
423295,625600,125119,0,12512
172773,515274,168135,81929,16943
485309,575042,332630,154776,33263
18247,559669,504299,275,75066
330701,666866,391575,179291,39158
629529,588839,369991,122848,37235
327615,548209,304534,147675,30453
108198,610187,355466,158721,36637
178385,547140,547140,0,66404
601087,524164,296474,131690,29647
189703,666876,401025,172760,40161
309892,582926,544069,14857,54407
529010,565521,340214,120275,34021
479074,586564,329921,160643,33113
219502,540947,300345,144602,30568
755044,573579,341530,136049,34153
567991,582370,116474,0,11647
759750,644766,393210,155556,42716
322267,548329,311924,140405,31192
198288,585620,331683,157937,33168
672415,655679,488789,70890,63191
645726,512628,296675,116169,30861
324966,606707,412235,138472,41223
213612,517473,279168,142305,27917
607326,580492,328248,156244,32881
416276,670548,409191,165357,42380
649387,541000,296225,148775,29622
351241,532026,292716,143310,29272
804632,573970,323211,154759,32321
211559,658404,392603,169801,40392
294177,617605,353292,168313,35329
508178,563126,113131,0,11345
104600,612998,348424,168574,34842
417546,572659,115040,0,11536
800036,661274,388359,176915,38836
511576,534192,291289,146903,29129
750203,659598,390251,173347,39928
206065,515443,312593,106850,31259
284438,625431,370830,158601,37083
629509,502816,275468,131348,28247
30118,636680,367299,173381,37040
579447,557597,308288,153309,30829
306194,623180,472813,74315,47281
221345,516600,464940,0,69741
45350,586759,385414,145142,38647
117851,689237,403935,189302,40394
569671,520514,286386,124758,31313
212141,607485,367535,132154,42060
521847,602264,120453,0,12045
254348,609473,428749,96850,55740
571694,671075,134215,0,13422
234979,662400,662400,0,66240
711050,634620,423988,114632,42399
564897,684730,403512,185218,40351
313165,579834,329159,153630,33228
28920,532197,289843,146354,28984
514883,680230,413212,171018,41480
380336,556240,310329,149911,31033
389768,655534,379262,180272,37926
698623,539642,314085,129557,32038
321408,690916,412147,182769,41294
649385,589877,331661,162216,33166
559064,663522,393544,177274,39354
59318,601696,402625,69180,55513
290777,502088,269066,98313,31423
194696,584503,336704,151799,33670
719618,503154,271903,135251,27190
138518,541744,382353,63391,38235
572639,581986,330189,155797,33225
264372,629327,280514,122534,28083
500422,693788,406996,190792,40700
798513,629354,387068,146286,41133
699134,629680,363626,170054,36363
627783,500715,276138,128032,28783
530941,551352,306796,148556,30680
279959,553774,536371,0,57457
765459,517652,282339,139313,28234
753747,658639,412742,149897,42639
231091,652852,377664,179188,37829
7240,598289,337760,164529,33776
647769,689138,408338,184930,40834
256866,664127,390997,177130,39545
256712,681114,416142,168972,42218
663083,634130,382180,155950,38275
21590,578647,336568,146079,34685
240044,506263,275085,135178,27707
386229,559618,309723,153895,30972
307441,515652,281146,138696,28115
300675,609733,338763,141778,36366
499861,544251,301660,146591,30166
523838,586438,332223,158215,33222
149839,546538,314354,136184,31890
116215,673033,391949,185084,39195
34348,521933,282401,143532,28240
45215,542574,167810,71404,16781
60501,627576,364600,166976,36785
614872,600391,339431,164725,34001
624510,594686,335147,163539,33515
428968,681413,476363,109050,47636
657047,534617,299110,139507,29911
577745,514860,277274,141586,27727
475219,584985,346674,142046,34698
728433,540183,298719,145464,29872
657099,640990,531598,64199,72568
375792,665175,387144,182031,38877
404104,520836,351727,79022,46286
210413,594480,182323,64183,18232
394488,612806,379308,151098,37936
420885,614608,169628,74472,16996
34456,616129,361332,158797,38067
883657,560179,360089,0,46013
226243,534358,319945,118587,36318
150048,622350,362083,165310,36208
553605,515236,103554,0,10387
195191,598469,148817,60046,14882
802851,591368,343857,145059,36197
34080,554246,305828,152418,30583
309272,572946,328804,152977,32880
193823,569680,326064,147616,32866
699774,545082,134119,0,14981
329234,515657,285243,134414,28524
165461,506531,289250,121281,30745
235491,614734,371056,147678,37106
315929,500709,270011,134698,27001
280215,690826,138165,0,13816
649216,569653,316998,156655,31700
111875,513110,300124,116986,30222
593082,525751,285169,144582,28517
388723,546516,316149,133802,33143
485719,517145,278930,142215,27893
56033,598036,367887,134149,36789
805730,565574,329629,139945,32963
480056,511064,278487,137304,27893
4155,570380,324918,149462,32492
512857,641667,128840,0,12916
322300,609453,348941,164512,34894
183569,513622,235294,115160,23529
239611,564968,316599,152369,31660
478128,518880,285641,138109,28564
558622,541462,301223,144239,30122
389384,520842,304918,119924,32118
735102,557605,539609,0,62058
623389,503885,276830,131055,27683
663636,523118,283261,143857,28326
588543,560154,354045,86109,45723
127190,571518,323240,152278,32324
163171,508894,334135,78759,33413
850773,640866,128172,0,12817
751217,525384,292198,134775,30305
674306,539320,301118,142202,30112
639621,548123,304445,147678,30444
241864,595968,340202,159766,34770
106497,515738,281271,138467,28127
134555,596799,341263,159536,34126
616157,581623,334096,141186,35192
473475,656551,391502,157162,42253
141716,591093,393755,101338,49950
527214,625503,144127,60251,14413
601181,524433,298881,129552,29888
106656,676202,410428,169774,41226
84261,564577,325900,151439,32590
229350,535137,291974,147163,29197
159221,625228,364682,164546,36468
342431,640036,368026,176010,36803
83621,576797,322178,158619,32218
58119,512843,275811,141032,27581
125661,556319,315978,143378,31646
752944,635662,370775,168887,37077
75026,500773,267060,137713,26706
173589,684568,470868,121874,54938
564881,526076,285405,144671,28541
715225,664208,388637,179571,38864
679716,522194,292503,133691,30030
659717,540345,296667,147678,29667
273291,618947,377612,145335,38173
738088,610652,549586,0,82438
715839,537274,304535,136739,30454
438201,577216,348861,132355,39117
385177,527218,292825,138393,29282
757629,540085,303207,121189,34306
739522,598076,539068,0,80860
486207,620315,353728,170587,35373
6105,503075,268729,138346,26873
601003,661133,394333,170800,39433
595743,575429,328345,151084,32914
534707,682548,614292,0,92144
357089,545505,322713,126792,32271
100669,551673,304498,151175,30450
667150,684703,403518,185185,40352
412585,565368,367317,129687,36732
570125,529930,529930,0,79490
6954,646852,397929,152523,39793
666702,518595,204304,98291,20430
19770,549715,344930,107586,34733
281540,556789,311797,148992,31180
644504,501530,100307,0,10031
579854,621161,299811,97667,34171
293880,612661,363738,152923,39203
119458,570622,317701,156921,31770
358998,655455,563032,0,84455
670938,548214,308847,143367,30885
97362,550724,303275,151449,30327
426867,548363,301563,150800,30156
603950,651895,218280,91623,21828
132183,629575,360442,173133,36044
259486,506806,271758,139048,27235
549992,623555,359051,168323,35914
201029,582988,331891,155097,33189
138608,618205,355281,166924,35528
785040,536692,293102,147590,29310
330805,509181,273156,140025,27316
500710,640165,385098,149590,42846
563636,627354,434636,96718,43464
264574,619921,356516,167405,35652
340236,547174,302298,142070,30570
570898,536943,293284,147659,29328
403292,667670,256619,97737,27284
705794,547903,514241,14207,75797
4304,519540,104070,0,10420
727107,507761,302777,109384,30278
362858,519526,283856,139670,28406
751839,628105,374583,157522,40223
403720,655106,261238,112860,26124
2695,530693,288801,145892,28889
1225,547360,300836,150524,30084
289720,674511,417880,160631,42423
38539,586634,346683,117335,39991
229607,500139,100027,0,10003
385994,529359,313230,120129,31323
57206,545020,335679,113341,33568
302761,692306,405922,190384,40592
169418,591806,147743,63115,14774
558612,625682,357619,172063,35762
775772,649177,649177,0,64918
259945,694514,447965,129219,54395
639592,595058,238064,112647,23806
697742,686332,437554,159387,47748
246133,607884,347832,164052,34783
351997,548910,309352,143558,30935
75800,585298,331424,157874,33142
533495,632438,405636,144135,41740
