id_n,total_gross_income,total_taxable_income,total_pit,total_net_icome
624230,389536,189500,18950,0
476200,389557,77912,7791,0
742702,389570,201450,22263,0
16824,389580,186446,18645,0
495231,389589,205955,24072,0
707786,389596,194631,19463,0
802900,389609,192243,19730,0
754563,389617,205989,23106,0
660123,389642,190719,19072,0
587386,389644,389644,58447,0
5064,389653,190859,19086,0
240606,389658,194458,20892,0
336573,389661,186504,18650,0
344668,389669,186979,18783,0
434532,389683,209083,20908,0
22551,389713,187153,18715,0
354155,389718,190959,19338,0
627342,389726,148004,14825,0
12435,389727,190409,19041,0
4536,389728,201938,22547,0
150993,389733,187473,18747,0
295577,389749,189654,18965,0
584778,389755,207311,20731,0
237146,389779,215041,28032,0
205696,389812,192633,19263,0
689477,389813,189975,18998,0
92247,389825,167452,17059,0
208927,389829,193422,21090,0
219252,389837,186632,18663,0
667752,389838,189994,18999,0
516291,389839,190394,19082,0
747404,389844,196415,19641,0
182929,389852,186643,18664,0
336387,389852,186643,18664,0
335317,389852,186643,18664,0
299646,389852,186643,18664,0
788558,389852,186643,18664,0
405036,389852,186643,18664,0
423212,389852,186643,18664,0
753317,389852,186643,18664,0
287593,389852,186643,18664,0
353796,389852,186643,18664,0
541972,389852,186643,18664,0
70081,389863,141407,14262,0
520185,389880,186663,18666,0
211989,389880,186663,18666,0
226199,389880,186663,18666,0
450464,389880,186663,18666,0
259454,389880,186663,18666,0
411085,389880,186663,18666,0
792329,389890,278655,31705,0
438172,389897,186675,18668,0
489315,389908,192802,19832,0
758507,389912,187572,18918,0
249775,389926,186971,18697,0
31660,389936,191363,19136,0
299266,389936,212695,21409,0
354471,389936,202741,20575,0
173731,389946,154372,15526,0
407709,389955,190149,19074,0
555703,389962,189778,18978,0
364194,389967,228562,22856,0
341655,389967,190851,19085,0
316056,389970,167449,16817,0
166281,389995,191837,19184,0
333781,390001,194371,20262,0
496955,390006,189821,18982,0
681905,390028,201142,22166,0
733894,390034,190346,19123,0
159190,390048,187770,18777,0
446887,390048,189846,18985,0
484432,390054,186789,18679,0
272061,390056,210244,21024,0
666322,390075,196585,20324,0
443848,390088,188036,18804,0
350097,390088,196989,19699,0
494172,390093,215668,26427,0
642299,390097,187407,18741,0
638906,390119,189919,18992,0
469053,390123,191153,19233,0
641940,390124,190812,19081,0
546523,390127,189776,18978,0
269188,390130,190163,19016,0
433159,390138,390138,39014,0
802823,390143,189920,18992,0
222424,390154,94061,9470,0
772720,390155,317936,35664,0
92250,390158,194636,19464,0
29909,390160,189863,18986,0
301728,390162,186867,18687,0
214659,390162,186867,18687,0
318276,390162,186867,18687,0
387928,390162,186867,18687,0
484744,390176,189251,19007,0
74967,390178,189127,18913,0
723561,390200,191994,19435,0
378901,390206,189833,18983,0
706599,390211,186903,18690,0
258920,390230,186917,18692,0
77426,390246,188762,18876,0
444225,390250,186931,18693,0
32270,390250,186931,18693,0
335756,390250,186931,18693,0
665151,390250,186931,18693,0
765176,390250,186931,18693,0
416946,390250,186931,18693,0
103150,390250,186931,18693,0
165436,390250,186931,18693,0
701245,390250,186931,18693,0
62978,390253,188324,19021,0
314223,390257,186936,18694,0
107960,390272,202627,22553,0
281469,390278,188479,18848,0
395588,390291,189958,18996,0
584794,390297,186965,18697,0
721184,390314,190086,19009,0
548046,390317,190952,19095,0
516500,390317,186980,18698,0
297754,390321,128814,12881,0
627822,390323,186984,18698,0
732695,390331,190098,19010,0
298121,390333,199042,19904,0
330859,390358,233172,31155,0
748247,390364,187014,18701,0
695662,390364,187014,18701,0
468527,390378,190494,19049,0
716277,390383,190138,19014,0
475216,390392,190117,19012,0
252052,390394,190550,19055,0
678288,390411,188881,18888,0
730622,390414,78083,7808,0
296399,390419,188887,18889,0
115700,390423,192794,19934,0
477933,390430,190306,19031,0
364394,390440,187069,18707,0
200377,390444,190145,19015,0
647815,390444,187072,18707,0
657205,390457,199277,21589,0
226582,390470,190146,19015,0
78211,390470,187091,18709,0
307806,390472,190200,19020,0
350679,390472,106353,10635,0
780644,390481,82323,8496,0
430290,390485,218560,29152,0
226618,390487,208319,23893,0
33912,390492,187107,18711,0
270741,390492,187107,18711,0
490832,390492,187107,18711,0
744014,390492,187107,18711,0
734831,390492,187107,18711,0
72410,390492,187107,18711,0
381758,390492,187107,18711,0
795800,390492,187107,18711,0
669898,390492,187107,18711,0
547450,390492,187107,18711,0
425309,390492,187107,18711,0
24774,390492,187107,18711,0
225267,390492,187107,18711,0
119070,390495,196184,20146,0
459947,390500,78100,7810,0
81220,390510,211550,25032,0
15377,390528,190219,19022,0
10330,390535,187749,18775,0
349050,390539,190227,19023,0
230226,390540,190579,19099,0
501886,390564,191215,19121,0
298549,390602,190294,19029,0
132182,390608,188660,19133,0
690871,390618,197769,19777,0
251853,390626,216611,21661,0
252857,390627,187205,18720,0
447998,390638,196371,19637,0
490755,390654,190303,19030,0
343277,390657,190334,19033,0
566294,390662,390662,40710,0
598393,390665,207229,24170,0
34531,390670,187236,18724,0
566835,390681,193584,19547,0
588476,390709,390709,39071,0
38141,390720,187272,18727,0
485143,390734,190390,19039,0
719207,390755,190414,19041,0
801611,390767,197101,19710,0
364384,390781,193640,19698,0
347041,390798,222939,28602,0
60411,390809,190392,19039,0
452896,390812,187339,18734,0
168751,390823,192847,19626,0
784538,390825,187445,18762,0
452276,390839,114178,11449,0
160078,390850,194599,19539,0
13704,390858,190489,19049,0
410319,390860,78172,7817,0
118746,390862,189819,18982,0
116511,390885,190015,19002,0
56481,390917,192153,19254,0
466884,390919,187416,18742,0
465405,390919,187416,18742,0
270800,390919,187416,18742,0
439088,390919,187416,18742,0
723670,390919,187416,18742,0
802888,390919,187416,18742,0
341743,390919,187416,18742,0
747139,390919,187416,18742,0
381658,390924,190493,19049,0
99090,390936,190511,19051,0
284303,390938,191057,19106,0
473368,390942,202626,22264,0
126931,390943,189880,18988,0
773533,390949,199595,19960,0
68113,390954,78698,7902,0
765022,390958,191644,19164,0
461947,390959,195081,19508,0
733049,390975,190530,19053,0
479276,390991,187774,18777,0
35568,390995,190779,19178,0
401746,390997,186731,19201,0
479163,390997,190470,19047,0
444154,391018,209463,20946,0
698029,391033,190581,19058,0
768108,391039,351934,52790,0
799672,391039,172456,17286,0
420551,391039,351934,52790,0
207894,391050,195511,19551,0
579290,391062,194572,19916,0
649595,391066,190631,19063,0
336209,391068,193024,19302,0
260643,391072,225343,28849,0
739746,391074,391074,39107,0
157238,391092,190624,19062,0
209814,391096,152800,15280,0
326386,391108,249640,30434,0
578871,391116,194223,20069,0
186454,391116,149004,14900,0
130101,391130,196130,21094,0
438809,391148,190897,19090,0
609222,391148,188193,18819,0
281464,391159,190673,19067,0
347234,391180,187606,18761,0
307267,391193,186022,18720,0
512234,391201,192471,19247,0
39584,391214,219835,21984,0
335418,391215,188731,18873,0
616776,391247,78757,7907,0
428941,391268,193111,19311,0
387738,391271,190973,19108,0
773663,391272,78255,7826,0
241849,391275,187674,18767,0
276574,391287,187683,18768,0
338387,391300,187692,18769,0
246017,391302,190776,19078,0
615452,391303,146039,14604,0
162851,391309,191915,19192,0
625917,391315,187703,18770,0
512933,391327,78774,7909,0
389709,391330,216537,21654,0
491338,391339,234420,23442,0
191442,391340,193523,20407,0
200061,391344,157361,15736,0
376276,391352,187730,18773,0
95350,391352,190786,19079,0
653620,391373,191375,19138,0
499640,391383,254365,25437,0
28387,391388,192682,19268,0
675848,391395,190844,19084,0
137718,391398,191807,19283,0
20335,391399,191278,19222,0
744715,391410,187772,18777,0
237686,391424,194786,19479,0
667003,391426,190867,19087,0
772347,391430,207863,20786,0
528358,391433,201326,22034,0
4688,391445,191464,19146,0
562468,391453,78289,7829,0
624734,391454,191376,19226,0
555742,391459,191567,19157,0
527181,391468,190897,19090,0
94401,391474,192918,19528,0
625789,391492,189665,18966,0
573026,391504,191310,19131,0
580464,391510,187845,18784,0
704687,391517,187850,18785,0
5636,391520,191960,19386,0
250824,391525,190938,19094,0
285120,391528,197572,19757,0
339869,391530,187859,18786,0
529970,391534,192675,19267,0
827,391543,200778,20132,0
178018,391559,188022,18828,0
12476,391561,191882,19188,0
69977,391562,259803,27429,0
793340,391591,201862,22169,0
529517,391594,164144,19396,0
581368,391600,195209,19550,0
485430,391608,228246,25639,0
320064,391611,191026,19103,0
38972,391621,191036,19104,0
594527,391626,213278,21328,0
309333,391634,192851,19285,0
239804,391649,192265,19285,0
26296,391654,187783,18797,0
435274,391677,187966,18797,0
372768,391684,216339,21634,0
292942,391694,187978,18798,0
192918,391699,198020,19802,0
590760,391699,193628,19829,0
134751,391700,190929,19093,0
596953,391718,191412,19141,0
244557,391719,174909,17491,0
763517,391720,188217,18862,0
260081,391724,246891,26452,0
758541,391731,192061,19206,0
580898,391744,188014,18801,0
340924,391744,188014,18801,0
784850,391759,191456,19146,0
403123,391774,224094,28354,0
462757,391785,194078,19408,0
805147,391808,194146,19415,0
567368,391820,188070,18807,0
17115,391823,188870,19139,0
121972,391823,192350,19235,0
246420,391824,202207,20221,0
462461,391835,188080,18808,0
18924,391837,366231,48144,0
668677,391841,191804,19245,0
584956,391853,192881,19288,0
247695,391853,192001,19350,0
528281,391858,191014,19101,0
141430,391873,214156,22006,0
557230,391884,191198,19120,0
219696,391885,191199,19120,0
288715,391888,191199,19120,0
72241,391910,191221,19122,0
583438,391910,191221,19122,0
57078,391914,191224,19122,0
326349,391922,191230,19123,0
547840,391933,188151,18815,0
430917,391968,188177,18818,0
766082,391980,191195,19120,0
299684,391987,188191,18819,0
343400,391987,199273,19927,0
285970,391988,188191,18819,0
268636,391992,199144,21344,0
338667,391995,212589,25134,0
583149,391998,152298,15230,0
433339,392012,214476,22020,0
106969,392018,191296,19130,0
659877,392028,267352,26735,0
731505,392029,188221,18822,0
120404,392039,217358,26473,0
438981,392044,192835,19294,0
85991,392050,191708,19171,0
420888,392059,181179,19436,0
25894,392062,191715,19171,0
724066,392066,188370,18837,0
459142,392066,196192,20868,0
268568,392071,191307,19131,0
54285,392081,192407,19439,0
309906,392086,188478,18848,0
126987,392095,192028,19203,0
545933,392099,284176,31493,0
605215,392122,188785,18969,0
55172,392123,191904,19190,0
794998,392136,188299,18830,0
292327,392137,203577,20358,0
522458,392149,198926,20624,0
198764,392158,191398,19140,0
123870,392160,189690,19108,0
87654,392172,191407,19141,0
389596,392193,191422,19142,0
649376,392196,181977,18198,0
403322,392196,191416,19142,0
308627,392201,212727,21273,0
601200,392202,194211,19931,0
208523,392209,188352,18835,0
790156,392221,196610,19661,0
670039,392224,191565,19157,0
391927,392226,188372,19240,0
350974,392230,114041,11404,0
391048,392250,280206,28021,0
640762,392260,192776,19278,0
328197,392260,314683,39116,0
397215,392277,188401,18840,0
99480,392307,192439,19284,0
442407,392315,188428,18843,0
742736,392319,210490,26328,0
594441,392332,188602,18890,0
716907,392336,191530,19153,0
151970,392344,191557,19156,0
536619,392345,191690,19197,0
486930,392349,191661,19166,0
394707,392357,194910,19491,0
585573,392364,188464,18846,0
195560,392364,188464,18846,0
285449,392364,188464,18846,0
26734,392364,188464,18846,0
681821,392364,188464,18846,0
7488,392364,188464,18846,0
243384,392364,188464,18846,0
432531,392364,188464,18846,0
61678,392371,197109,19711,0
680241,392372,191556,19156,0
689902,392375,78475,7848,0
6055,392393,191602,19160,0
208805,392393,191602,19160,0
682384,392400,78480,7848,0
60308,392415,194520,19452,0
8333,392431,191510,19151,0
25666,392436,191599,19160,0
214604,392438,192450,19245,0
548586,392441,250617,26177,0
521139,392444,192348,19235,0
373143,392446,195061,19625,0
31189,392449,192673,19315,0
138382,392474,242310,30097,0
683374,392480,191786,19222,0
796028,392484,188551,18855,0
519356,392484,191606,19161,0
270606,392491,188556,18856,0
52610,392493,217460,21746,0
242208,392519,188576,18858,0
238720,392530,188584,18858,0
168210,392532,192049,19205,0
712173,392537,188589,18859,0
462592,392559,188605,18861,0
77037,392562,188607,18861,0
580631,392578,188619,18862,0
318627,392583,193096,19363,0
607200,392593,191712,19171,0
282341,392594,191717,19172,0
647205,392603,220195,22019,0
500677,392606,188639,18864,0
205413,392610,192240,19224,0
368005,392614,201809,20181,0
718761,392618,192009,19201,0
28125,392618,191731,19173,0
602801,392631,177821,17782,0
446561,392633,191767,19177,0
692505,392638,195191,19519,0
81711,392639,152694,15269,0
388398,392639,190911,19091,0
723552,392653,191756,19176,0
780216,392661,191984,19239,0
302108,392663,191789,19179,0
39244,392665,219642,22007,0
504385,392666,191765,19177,0
761823,392674,188689,18869,0
527576,392681,198472,19847,0
193138,392684,201429,21494,0
315553,392694,188703,18870,0
602597,392695,191812,19181,0
644187,392712,192230,19223,0
13205,392720,192450,19245,0
225106,392722,192928,19293,0
445851,392725,191812,19181,0
707260,392750,188744,18874,0
228615,392763,212094,24908,0
1843,392793,190058,19006,0
18427,392810,191870,19187,0
561698,392815,191873,19187,0
81655,392817,201624,20897,0
416952,392825,191877,19188,0
168456,392825,192997,19300,0
11569,392826,191878,19188,0
780081,392829,188801,18880,0
321445,392829,188801,18880,0
100233,392831,203998,20400,0
686247,392837,192966,19297,0
71288,392840,191891,19189,0
396652,392849,193340,19334,0
8119,392866,203780,20389,0
499783,392874,193904,19390,0
800662,392894,188848,18885,0
624562,392902,190474,19342,0
321632,392910,188860,18886,0
516503,392914,189168,18917,0
143719,392925,191926,19230,0
417148,392950,188889,18889,0
282405,392956,199606,20323,0
118560,392960,192359,19236,0
551242,392970,90539,9054,0
309724,392972,192413,19319,0
235380,392978,192163,19247,0
54220,392986,190654,19065,0
481551,392999,191991,19199,0
635014,392999,207008,20701,0
95525,393008,197394,20721,0
831,393010,192019,19202,0
208546,393011,206370,20637,0
170401,393018,194849,19740,0
170344,393028,194868,20003,0
804541,393035,194008,19401,0
273861,393051,179205,17952,0
666024,393051,236803,23680,0
380494,393090,188990,18899,0
591040,393097,198303,19830,0
322060,393099,206617,20662,0
444786,393102,192081,19208,0
81896,393104,189000,18900,0
224160,393106,189002,18900,0
311799,393107,196549,29482,0
137311,393110,195159,19516,0
749852,393121,190235,19023,0
656231,393131,189020,18902,0
139977,393139,195587,19559,0
572628,393146,189031,18903,0
516378,393150,267727,39804,0
208519,393153,189036,18904,0
592276,393158,251777,31640,0
304770,393158,192122,19212,0
13295,393159,249033,25433,0
247814,393169,192439,19244,0
43116,393172,360693,54104,0
479631,393172,201260,20126,0
49799,393176,189214,18951,0
289828,393196,238410,24644,0
654519,393212,193204,19320,0
238883,393229,195061,20031,0
802247,393244,191097,19231,0
526393,393262,199289,19929,0
801805,393270,192238,19224,0
365945,393272,189769,19095,0
339648,393272,189769,19095,0
209068,393272,189769,19095,0
26439,393277,193166,19317,0
743792,393288,189134,18913,0
57098,393295,189139,18914,0
196858,393306,193204,19320,0
164593,393317,201555,20155,0
246940,393328,191025,24453,0
496037,393335,189168,18917,0
738095,393342,196669,29500,0
775531,393357,248937,24894,0
165447,393373,195136,20033,0
567241,393404,144404,14472,0
721245,393417,189389,18968,0
510915,393417,194818,19933,0
6632,393435,196024,19602,0
127615,393454,189254,18925,0
786713,393460,189258,18926,0
577451,393462,193840,19384,0
59198,393468,193542,19354,0
382031,393470,189266,18927,0
766328,393474,208209,21092,0
694699,393491,192948,19295,0
109469,393504,194302,19935,0
705579,393515,192821,19282,0
494702,393530,192413,19277,0
269296,393530,194300,19430,0
392237,393532,196109,19611,0
165498,393538,192371,19237,0
800130,393538,206883,23438,0
257514,393563,192407,19241,0
208763,393588,192437,19244,0
355194,393590,192935,19323,0
384750,393624,221729,23908,0
388824,393630,189382,18938,0
614846,393630,189382,18938,0
700553,393630,189382,18938,0
191897,393643,195033,19968,0
636829,393658,189776,19046,0
624484,393667,192517,19252,0
501794,393677,193615,19361,0
307524,393686,189422,18942,0
15264,393704,192518,19252,0
90375,393709,194729,19473,0
529742,393714,206323,20632,0
695765,393714,197569,19757,0
366209,393721,393721,59058,0
532370,393722,192531,19253,0
772282,393731,192816,19282,0
608487,393734,245917,28829,0
276608,393737,202446,22606,0
413001,393742,192549,19255,0
362699,393746,192552,19255,0
644212,393770,189483,18948,0
719049,393780,189490,18949,0
379058,393787,189496,18950,0
364863,393787,189496,18950,0
475834,393790,195286,19529,0
97374,393799,187404,18740,0
608478,393801,207622,20850,0
44391,393824,79272,7959,0
302666,393826,239024,27279,0
492875,393835,204536,24752,0
224082,393854,195094,19755,0
342042,393858,193327,19460,0
342377,393868,193221,19322,0
393273,393875,198631,20150,0
437064,393889,228221,29289,0
764947,393895,193515,19362,0
286568,393898,192662,19266,0
494622,393900,194557,19665,0
472047,393902,105835,10584,0
70773,393904,191108,19111,0
747682,393910,97448,9745,0
352021,393915,260248,26025,0
49148,393919,189591,18959,0
519728,393922,189593,18959,0
389556,393931,196780,19678,0
438565,393940,205920,23558,0
773259,393958,192706,19271,0
476696,393963,193597,19459,0
590208,393980,393980,39398,0
36578,393982,194556,19456,0
678204,393989,192724,19272,0
196821,394008,192742,19274,0
318665,394011,172623,19594,0
453285,394012,193203,19412,0
271826,394013,197972,19797,0
541758,394015,193327,19333,0
57936,394015,301880,32869,0
186586,394019,193330,19333,0
295621,394027,192752,19275,0
396078,394030,198901,21008,0
28457,394031,193858,19386,0
161201,394033,194181,19418,0
206181,394045,192769,19277,0
703849,394055,191155,19248,0
642698,394058,198433,19843,0
497022,394060,193567,19364,0
239702,394063,194615,19462,0
303719,394079,302983,30298,0
636673,394080,189708,18971,0
342900,394088,192158,19216,0
75404,394090,189715,18972,0
37810,394093,214414,21492,0
15095,394095,191156,19546,0
439378,394101,189723,18972,0
283556,394118,192809,19281,0
356206,394130,192827,19283,0
239572,394131,206409,20670,0
612605,394133,190748,19257,0
557698,394143,302488,43401,0
630416,394149,189758,18976,0
746992,394163,193644,19534,0
38797,394167,206265,23974,0
707136,394190,189942,19022,0
701196,394192,206100,20610,0
413138,394201,196593,19659,0
514077,394206,197153,19936,0
171327,394218,354794,53219,0
1389,394238,203910,22027,0
435180,394239,192906,19291,0
577584,394244,206183,24037,0
478524,394249,236654,31617,0
708872,394255,192917,19292,0
652114,394270,193366,19337,0
478057,394283,192941,19294,0
278481,394285,192939,19294,0
139274,394289,192933,19293,0
580906,394299,191175,19315,0
226768,394301,192979,19298,0
276332,394337,201561,20156,0
516474,394337,201561,20156,0
341552,394348,200727,20223,0
441707,394362,196910,19691,0
88170,394397,394397,39440,0
246281,394402,194883,19759,0
255464,394412,204724,22598,0
425341,394426,189959,18996,0
21642,394436,189966,18997,0
243990,394436,194927,19575,0
596932,394446,193278,19368,0
631952,394461,196571,20077,0
337997,394464,189986,18999,0
462897,394465,194629,19463,0
74556,394477,193662,19366,0
417055,394489,190005,19000,0
705433,394493,194914,19491,0
639089,394510,195419,19778,0
211466,394513,193104,19310,0
357767,394514,190023,19002,0
342797,394515,394515,59177,0
131420,394520,190027,19003,0
269312,394546,190046,19005,0
713302,394546,190046,19005,0
482732,394546,190046,19005,0
402686,394552,227093,28596,0
3576,394553,193133,19313,0
120938,394554,193246,19344,0
429769,394560,355104,53266,0
508895,394566,193168,19317,0
727469,394571,78913,7891,0
281246,394579,193143,19314,0
496959,394581,201996,20200,0
572356,394583,193849,19444,0
715797,394589,196164,19633,0
464257,394627,198609,19887,0
285469,394637,196545,19654,0
188897,394644,276291,28755,0
161758,394648,193481,19348,0
168382,394654,266496,26650,0
534312,394660,194406,19441,0
12708,394672,190137,19014,0
58730,394672,190137,19014,0
535315,394688,190171,19021,0
357578,394689,193236,19324,0
29679,394703,194040,19404,0
393330,394703,190160,19016,0
265972,394712,193249,19325,0
705300,394712,215838,25817,0
710797,394718,234742,23474,0
323149,394723,195087,20402,0
160280,394734,193543,19354,0
209583,394736,193850,19385,0
46768,394750,218215,21821,0
155465,394752,191112,19111,0
138664,394752,194394,19439,0
400070,394757,201658,20166,0
30339,394777,108366,10868,0
159135,394779,210187,21019,0
299414,394782,228605,22860,0
688236,394784,312294,33845,0
354941,394797,198849,20218,0
292197,394819,198211,20296,0
761236,394825,191322,19328,0
516971,394827,150258,15026,0
300388,394827,193485,19937,0
393046,394829,195259,19570,0
663694,394831,193308,19331,0
519256,394840,193890,19418,0
648768,394848,228129,22956,0
240562,394850,193352,19335,0
597720,394850,193352,19335,0
205074,394851,199754,20881,0
795432,394865,190277,19028,0
539819,394865,193333,19333,0
92499,394872,193365,19336,0
67587,394891,191746,19438,0
518260,394893,190297,19030,0
276555,394895,212647,22911,0
490715,394904,190305,19031,0
284131,394909,196226,19623,0
697449,394910,160602,16060,0
76770,394910,193383,19338,0
687549,394913,194131,19413,0
517224,394915,193421,19342,0
481778,394917,193371,19337,0
659359,394927,157822,20282,0
97070,394932,190326,19033,0
91994,394936,193384,19338,0
109136,394961,198654,19865,0
731096,394965,193432,19343,0
290503,394967,193437,19344,0
168945,394970,193420,19342,0
643495,394988,191283,19128,0
536364,395001,205806,20581,0
155108,395001,193462,19346,0
725270,395001,129878,12988,0
437456,395002,232966,23297,0
603634,395005,159515,15951,0
629421,395022,192126,19213,0
781978,395035,190400,19040,0
782143,395035,190400,19040,0
526250,395035,190400,19040,0
49277,395035,190400,19040,0
603630,395035,190400,19040,0
17701,395035,190400,19040,0
151036,395073,193551,19365,0
287692,395076,187165,18717,0
737027,395079,193540,19354,0
156359,395086,193558,19356,0
256498,395105,219909,21991,0
52333,395105,190451,19045,0
128472,395107,190453,19045,0
222450,395112,194428,19443,0
245678,395113,193539,19354,0
497978,395118,168395,16839,0
498642,395122,194283,19428,0
466627,395133,195090,19509,0
503055,395140,356746,52951,0
716833,395160,190912,19168,0
222569,395184,232870,30989,0
149733,395194,193571,19357,0
122603,395215,194782,19478,0
520954,395220,225495,22550,0
707164,395247,190554,19055,0
298568,395260,194414,19441,0
335993,395281,216167,21617,0
390874,395281,210769,21077,0
77190,395289,206088,20934,0
715247,395303,190595,19059,0
743951,395304,193651,19365,0
30074,395309,206570,23000,0
164164,395311,193711,19371,0
52394,395319,215290,26295,0
751780,395346,193708,19371,0
766940,395356,195423,20413,0
728,395358,190635,19063,0
596048,395358,190635,19063,0
766095,395358,190635,19063,0
710525,395358,190635,19063,0
791593,395358,190635,19063,0
783914,395358,190635,19063,0
753513,395358,190635,19063,0
437445,395360,200995,20100,0
72346,395361,190637,19064,0
589870,395361,190637,19064,0
585046,395361,190637,19064,0
515402,395361,190637,19064,0
491952,395361,190637,19064,0
710701,395371,193726,19373,0
318037,395376,355836,53375,0
139761,395377,395377,39538,0
442832,395403,194792,19479,0
244831,395412,192855,19286,0
155793,395414,195965,19597,0
270525,395415,193884,19388,0
393003,395417,193835,19384,0
188122,395418,190678,19068,0
5851,395420,191443,19144,0
804327,395438,194452,19445,0
139229,395440,149223,14922,0
386155,395448,190700,19070,0
175871,395454,194892,19695,0
682846,395454,202612,20261,0
754516,395470,350184,35018,0
599860,395470,203832,20383,0
89340,395471,197313,20320,0
681364,395471,190356,19076,0
611074,395472,194186,19426,0
603780,395473,206934,21914,0
107221,395481,190724,19072,0
794639,395483,190563,19282,0
294103,395488,190729,19073,0
337395,395490,200994,21405,0
707052,395497,198200,21740,0
333576,395503,193737,19374,0
24563,395510,190745,19074,0
185724,395520,193825,19383,0
469808,395528,263761,37348,0
444230,395528,194839,19491,0
309818,395545,193875,19795,0
106667,395548,128480,12848,0
655575,395550,186825,19121,0
65538,395569,210730,24699,0
586942,395569,193870,19387,0
13705,395570,193874,19387,0
305339,395578,213517,21352,0
575937,395587,190801,19080,0
411060,395589,193884,19388,0
677055,395596,190807,19081,0
109527,395599,199072,20646,0
509272,395620,112660,11310,0
558557,395624,207195,20720,0
18376,395628,190830,19083,0
667636,395637,148660,14866,0
167615,395643,193924,19392,0
332491,395654,190849,19085,0
374239,395657,198908,19891,0
700192,395664,190628,19088,0
613320,395665,193940,19394,0
118378,395666,193944,19394,0
645192,395668,190859,19086,0
242721,395670,168512,16851,0
132294,395678,197624,20027,0
387057,395685,198579,20698,0
194573,395695,192400,19517,0
123410,395699,194038,19404,0
602443,395701,223264,22326,0
70203,395722,194779,19478,0
77277,395728,194417,19442,0
171761,395739,190911,19091,0
262626,395754,207173,20717,0
711581,395758,194406,19463,0
72826,395762,192150,19215,0
490467,395763,210500,21050,0
147910,395765,195856,19586,0
381782,395770,211119,24699,0
610667,395773,195711,19879,0
486871,395784,194029,19403,0
496690,395784,194552,19455,0
633532,395804,196103,19986,0
501679,395826,139837,13984,0
202404,395830,194095,19431,0
399683,395832,198370,19837,0
517082,395838,238574,23857,0
533501,395851,194462,19446,0
423847,395852,198928,20775,0
498688,395871,238095,23810,0
129316,395877,198793,20212,0
113810,395884,191016,19102,0
291538,395892,191022,19102,0
165739,395892,191022,19102,0
480320,395898,194112,19411,0
804616,395909,194151,19415,0
142240,395915,194121,19412,0
659091,395928,324278,32428,0
536959,395931,229074,29094,0
487550,395939,195211,19521,0
487243,395948,196352,19635,0
233857,395951,197566,19757,0
149283,395955,199475,19982,0
19210,395959,191070,19107,0
535843,395959,194233,19423,0
325448,395980,79703,8002,0
71242,396000,197822,19782,0
706116,396006,194187,19419,0
447469,396007,191105,19111,0
331094,396013,193357,19336,0
415597,396018,190965,19113,0
116076,396019,195621,19562,0
757643,396020,191114,19111,0
606692,396024,196006,19601,0
492120,396034,194476,19448,0
25363,396045,197244,19724,0
349398,396051,191137,19114,0
661419,396051,191137,19114,0
601266,396051,191137,19114,0
401599,396051,191137,19114,0
295958,396077,195355,19535,0
673712,396080,194244,19424,0
450634,396080,195453,19545,0
347576,396106,191177,19118,0
402145,396114,205371,24028,0
192775,396121,193373,19337,0
261268,396125,193330,19333,0
199339,396128,191193,19119,0
308821,396138,191200,19120,0
89009,396156,199097,19910,0
499511,396186,196019,19602,0
137641,396188,194231,19423,0
529601,396188,196864,19686,0
49816,396200,194324,19432,0
88650,396205,200556,20056,0
467026,396221,194730,19473,0
194565,396235,191270,19127,0
419278,396237,232423,30163,0
659538,396242,195248,19525,0
564205,396252,79758,8008,0
416227,396253,194339,19434,0
697894,396272,194964,19496,0
202861,396277,204901,20490,0
349618,396281,196248,19625,0
371309,396282,191304,19130,0
220662,396302,261915,26486,0
354271,396305,202252,21652,0
218905,396306,204949,20495,0
759935,396309,191324,19132,0
735479,396323,194639,19504,0
142587,396324,205552,20680,0
573479,396332,191341,19134,0
410689,396336,191344,19134,0
448193,396352,194441,19444,0
78836,396362,197306,19731,0
74155,396368,196286,19629,0
229929,396370,394490,39668,0
276638,396393,199031,19926,0
731730,396393,206544,20654,0
388719,396397,203493,20349,0
115352,396402,198140,19814,0
106407,396404,191393,19139,0
107948,396424,191713,19171,0
804644,396447,195702,19570,0
28007,396454,191429,19143,0
246338,396455,255578,25569,0
437954,396458,232367,23237,0
395432,396459,232666,23267,0
147080,396459,196671,19737,0
303483,396461,198004,19800,0
377416,396467,208557,20856,0
468999,396469,196176,19618,0
230909,396481,197163,19716,0
210074,396483,191450,19145,0
29910,396496,194503,19450,0
145481,396504,216603,27251,0
130953,396513,194770,19771,0
440176,396516,194530,19453,0
571524,396518,79304,7930,0
545767,396522,197380,19738,0
465480,396533,198615,20303,0
35959,396538,194805,19522,0
749550,396544,191494,19149,0
187314,396544,194550,19455,0
80037,396547,195713,19571,0
372775,396593,192752,19275,0
18653,396596,198936,19894,0
679632,396600,194646,19465,0
517131,396609,191542,19154,0
266536,396617,194756,19476,0
531806,396628,197400,19740,0
390687,396633,197190,19719,0
40624,396650,396650,59498,0
444190,396667,196397,19689,0
154661,396670,195558,19556,0
273840,396678,214276,21428,0
373614,396683,199417,19942,0
125397,396692,224735,22707,0
393550,396710,191615,19161,0
156654,396712,194868,19487,0
20698,396719,195899,19590,0
180748,396720,373876,55123,0
536954,396733,195317,19532,0
571064,396735,194820,19517,0
491399,396736,240485,24469,0
471952,396739,195394,19539,0
605589,396744,115053,11505,0
